feature,gain,split
sl_interaction__sl_mirror_ret_5s__x__sl_signed_dollar_flow_30s,13.107279185884023,0.0
signed_dollar_volume_1,13.085797523684787,0.0
sl_interaction__sl_mirror_ret_5s__div__sl_mirror_rv_10s,13.075122755476407,0.0
range_5,13.037135412850983,0.0
sl_agg_p95_trade_size_10s,13.034080290748594,0.0
sl_total_volume_10s,12.982879355829322,0.0
relative_volume_20_delta_3,12.97649647688001,0.0
compression_score_mean_gap_6,12.975390575025786,0.0
efficiency_10_delta_3,12.958062822654847,0.0
sl_signed_dollar_flow_30s_z_300s,12.943698908339925,0.0
sl_mirror_return_slope_30s,12.91427334050791,0.0
range_pos_3_mean_gap_6,12.867940534166005,0.0
up_ratio_5_rolling_z_12,12.84170116124462,0.0
max_down_ret_5_delta_1,12.80718211445996,0.0
sl_return_5s_lag5s,12.804273353566352,0.0
sl_range_120s,12.762620727591617,0.0
sl_signed_dollar_flow_ratio_300s,12.747492398759109,0.0
relative_volume_term_spread__relative_volume_5__relative_volume_10,12.732688490486057,0.0
sl_return_5s_lag10s,12.660055320079879,0.0
sl_return_5s_lag1s,12.64458106427537,0.0
sl_agg_median_trade_size_300s,12.618132285687624,0.0
sl_taker_sell_ratio_300s,12.596738390859649,0.0
context_ret_product__max_down_ret_5__ret_10,12.55800342671122,0.0
ret_term_spread__ret_1__ret_15,12.545533022146838,0.0
efficiency_10_rolling_z_12,12.541324892991955,0.0
sl_agg_sell_run_length_60s,12.508355969614467,0.0
sl_agg_trade_cluster_score_5s,12.409946583468617,0.0
prev_bar_trade_count_lag6,12.38237578924545,0.0
ret_10_mean_gap_24,12.371116246193854,0.0
legal_prev_taker_buy_base_volume_z_5,12.346991939329158,0.0
htf_ret_15m_1_delta_6,12.309015264245305,0.0
htf_efficiency_15m_delta_6,12.276206727501656,0.0
vwap_dist_term_spread__vwap_dist_3__vwap_dist_5,12.25384353659136,0.0
volume_z_10_delta_6,12.162778725022273,0.0
htf_regime_trend_strength_15m,12.153495219506294,0.0
sl_total_volume_30s_lag3s,12.147826004669936,0.0
sl_taker_imbalance_30s_lag5s,12.120500195634198,0.0
relative_volume_10_rolling_z_6,12.052297304476728,0.0
low_volume_flag_share_20_rolling_z_6,12.03851287265602,0.0
context_relative_volume_product__up_ratio_5__relative_volume_20,11.966608839949801,0.0
context_relative_volume_product__compression_score__relative_volume_5,11.932541771837974,0.0
efficiency_10_mean_gap_24,11.931022264544882,0.0
legal_prev_relative_taker_buy_base_volume_3,11.899437011000481,0.0
rv_10_delta_3,11.874680314657445,0.0
legal_prev_relative_trade_count_3,11.854957512353186,0.0
volume_state_product__volume_z_5__relative_volume_3,11.811314766773805,0.0
ret_3_lag1,11.730102610566188,0.0
dollar_vol_mean_20,11.72575834727056,0.0
