feature,gain,split
sl_signed_dollar_flow_ratio_300s,0.0,0
sl_trades_per_second_300s,0.0,0
sl_total_volume_300s,0.0,0
sl_dollar_volume_300s,0.0,0
sl_avg_trade_size_300s,0.0,0
sl_taker_imbalance_30s_z_300s,0.0,0
sl_signed_dollar_flow_acceleration,0.0,0
sl_trade_intensity_z_300s,0.0,0
sl_volume_burst_30s,0.0,0
sl_buy_volume_burst_flag,0.0,0
sl_sell_volume_burst_flag,0.0,0
sl_buy_trade_count_burst_flag,0.0,0
sl_sell_trade_count_burst_flag,0.0,0
sl_last_3s_buy_dominance,0.0,0
